cphhhbh,产品类别,产品名称/通用名称,设备记录主键,规格型号,商品名称,单价,使用单元产品标识,医保编码,医疗器械注册人/备案人名称,医疗器械注册人/备案人英文名称,注册证编号或者备案凭证编号,最小销售单元产品标识
100225298,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082229968820241015023720784,日抛型,PRECSION1 TOR 30P 850 145 -02.50 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822299688
100225302,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082229972520241015023720785,日抛型,PRECSION1 TOR 30P 850 145 -02.75 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822299725
100225306,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082229976320241015023720786,日抛型,PRECSION1 TOR 30P 850 145 -02.75 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822299763
100225310,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082229980020241015023720787,日抛型,PRECSION1 TOR 30P 850 145 -03.00 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822299800
100225314,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082229984820241015023720788,日抛型,PRECSION1 TOR 30P 850 145 -03.00 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822299848
100225318,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082229988620241015023720789,日抛型,PRECSION1 TOR 30P 850 145 -03.25 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822299886
100225322,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082229992320241015023720790,日抛型,PRECSION1 TOR 30P 850 145 -03.25 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822299923
100225326,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082229996120241015023720791,日抛型,PRECSION1 TOR 30P 850 145 -03.50 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822299961
100225330,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230000120241015023720792,日抛型,PRECSION1 TOR 30P 850 145 -03.50 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300001
100225334,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230004920241015023720793,日抛型,PRECSION1 TOR 30P 850 145 -03.75 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300049
100225338,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230008720241015023720794,日抛型,PRECSION1 TOR 30P 850 145 -03.75 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300087
100225342,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230012420241015023720795,日抛型,PRECSION1 TOR 30P 850 145 -04.00 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300124
100225346,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230016220241015023720796,日抛型,PRECSION1 TOR 30P 850 145 -04.00 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300162
100225350,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230020920241015023720797,日抛型,PRECSION1 TOR 30P 850 145 -04.25 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300209
100225354,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230024720241015023720798,日抛型,PRECSION1 TOR 30P 850 145 -04.25 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300247
100225358,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230028520241015023720799,日抛型,PRECSION1 TOR 30P 850 145 -04.50 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300285
100225362,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230032220241015023720800,日抛型,PRECSION1 TOR 30P 850 145 -04.50 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300322
100225366,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230036020241015023720801,日抛型,PRECSION1 TOR 30P 850 145 -04.75 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300360
100225370,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230040720241015023720802,日抛型,PRECSION1 TOR 30P 850 145 -04.75 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300407
100225374,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230044520241015023720803,日抛型,PRECSION1 TOR 30P 850 145 -05.00 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300445
100225378,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230048320241015023720804,日抛型,PRECSION1 TOR 30P 850 145 -05.00 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300483
100225382,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230052020241015023720805,日抛型,PRECSION1 TOR 30P 850 145 -05.25 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300520
100225386,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230056820241015023720806,日抛型,PRECSION1 TOR 30P 850 145 -05.25 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300568
100225390,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230060520241015023720807,日抛型,PRECSION1 TOR 30P 850 145 -05.50 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300605
100225394,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230064320241015023720808,日抛型,PRECSION1 TOR 30P 850 145 -05.50 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300643
100225398,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230068120241015023720809,日抛型,PRECSION1 TOR 30P 850 145 -05.75 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300681
100225402,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230072820241015023720810,日抛型,PRECSION1 TOR 30P 850 145 -05.75 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300728
100225406,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230076620241015023720811,日抛型,PRECSION1 TOR 30P 850 145 -06.00 075 040,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300766
100225410,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230080320241015023720812,日抛型,PRECSION1 TOR 30P 850 145 -06.00 075 140,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822300803
100226017,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230687420241015023720813,日抛型,PRECSION1 TOR 30P 850 145 -01.00 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306874
100226018,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230688120241015023720814,日抛型,PRECSION1 TOR 30P 850 145 -01.25 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306881
100226019,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230689820241015023720815,日抛型,PRECSION1 TOR 30P 850 145 -01.50 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306898
100226020,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230690420241015023720816,日抛型,PRECSION1 TOR 30P 850 145 -01.75 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306904
100226021,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230691120241015023720817,日抛型,PRECSION1 TOR 30P 850 145 -02.00 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306911
100226022,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230692820241015023720818,日抛型,PRECSION1 TOR 30P 850 145 -02.25 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306928
100226023,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230693520241015023720819,日抛型,PRECSION1 TOR 30P 850 145 -02.50 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306935
100226024,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230694220241015023720820,日抛型,PRECSION1 TOR 30P 850 145 -02.75 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306942
100226025,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230695920241015023720821,日抛型,PRECSION1 TOR 30P 850 145 -03.00 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306959
100226026,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230696620241015023720822,日抛型,PRECSION1 TOR 30P 850 145 -03.25 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306966
100226027,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230697320241015023720823,日抛型,PRECSION1 TOR 30P 850 145 -03.50 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306973
100226028,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230698020241015023720824,日抛型,PRECSION1 TOR 30P 850 145 -03.75 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306980
100226029,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230699720241015023720825,日抛型,PRECSION1 TOR 30P 850 145 -04.00 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822306997
100226030,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230700020241015023720826,日抛型,PRECSION1 TOR 30P 850 145 -04.25 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307000
100226031,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230701720241015023720827,日抛型,PRECSION1 TOR 30P 850 145 -04.50 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307017
100226032,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230702420241015023720828,日抛型,PRECSION1 TOR 30P 850 145 -04.75 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307024
100226033,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230703120241015023720829,日抛型,PRECSION1 TOR 30P 850 145 -05.00 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307031
100226034,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230704820241015023720830,日抛型,PRECSION1 TOR 30P 850 145 -05.25 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307048
100226035,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230705520241015023720831,日抛型,PRECSION1 TOR 30P 850 145 -05.50 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307055
100226036,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230706220241015023720832,日抛型,PRECSION1 TOR 30P 850 145 -05.75 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307062
100226037,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230707920241015023720833,日抛型,PRECSION1 TOR 30P 850 145 -06.00 075 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307079
100226042,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230712320241015023720834,日抛型,PRECSION1 TOR 30P 850 145 -01.00 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307123
100226043,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230713020241015023720835,日抛型,PRECSION1 TOR 30P 850 145 -01.25 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307130
100226044,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230714720241015023720836,日抛型,PRECSION1 TOR 30P 850 145 -01.50 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307147
100226045,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230715420241015023720837,日抛型,PRECSION1 TOR 30P 850 145 -01.75 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307154
100226046,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230716120241015023720838,日抛型,PRECSION1 TOR 30P 850 145 -02.00 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307161
100226047,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230717820241015023720839,日抛型,PRECSION1 TOR 30P 850 145 -02.25 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307178
100226048,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230718520241015023720840,日抛型,PRECSION1 TOR 30P 850 145 -02.50 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307185
100226049,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230719220241015023720841,日抛型,PRECSION1 TOR 30P 850 145 -02.75 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307192
100226050,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230720820241015023720842,日抛型,PRECSION1 TOR 30P 850 145 -03.00 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307208
100226051,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230721520241015023720843,日抛型,PRECSION1 TOR 30P 850 145 -03.25 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307215
100226052,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230722220241015023720844,日抛型,PRECSION1 TOR 30P 850 145 -03.50 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307222
100226053,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230723920241015023720845,日抛型,PRECSION1 TOR 30P 850 145 -03.75 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307239
100226054,耗材,软性亲水接触镜Precision1 for Astigmatism soft contact lenses,0073082230724620241015023720846,日抛型,PRECSION1 TOR 30P 850 145 -04.00 125 060,,,,美国爱尔康公司,"Alcon Laboratories, Inc.",国械注进20233160516,00730822307246
